state,date,Day,Cases,Ref,Cumulative_cases,Growth_rate
Alabama,3/13/2020,35.00,6,Alabama43903,0,0
Alabama,3/14/2020,36.00,12,Alabama43904,6,6
Alabama,3/15/2020,37.00,23,Alabama43905,18,12
Alabama,3/16/2020,38.00,29,Alabama43906,41,23
Alabama,3/17/2020,39.00,39,Alabama43907,70,29
Alabama,3/18/2020,40.00,51,Alabama43908,109,39
Alabama,3/19/2020,41.00,78,Alabama43909,160,51
Alabama,3/20/2020,42.00,106,Alabama43910,238,78
Alabama,3/21/2020,43.00,131,Alabama43911,344,106
Alabama,3/22/2020,44.00,157,Alabama43912,475,131
Alabama,3/23/2020,45.00,196,Alabama43913,632,157
Alabama,3/24/2020,46.00,242,Alabama43914,828,196
Alabama,3/25/2020,47.00,386,Alabama43915,1070,242
Alaska,3/13/2020,35.00,1,Alaska43903,0,0
Alaska,3/14/2020,36.00,1,Alaska43904,1,1
Alaska,3/15/2020,37.00,1,Alaska43905,2,1
Alaska,3/16/2020,38.00,3,Alaska43906,3,1
Alaska,3/17/2020,39.00,6,Alaska43907,6,3
Alaska,3/18/2020,40.00,9,Alaska43908,12,6
Alaska,3/19/2020,41.00,12,Alaska43909,21,9
Alaska,3/20/2020,42.00,14,Alaska43910,33,12
Alaska,3/21/2020,43.00,21,Alaska43911,47,14
Alaska,3/22/2020,44.00,22,Alaska43912,68,21
Alaska,3/23/2020,45.00,36,Alaska43913,90,22
Alaska,3/24/2020,46.00,42,Alaska43914,126,36
Alaska,3/25/2020,47.00,59,Alaska43915,168,42
Alaska,12/3/2020,65.00,1,Alaska44168,227,59
Arizona,1/2/2020,1.00,1,Arizona43832,0,0
Arizona,1/3/2020,2.00,1,Arizona43833,1,1
Arizona,1/26/2020,8.00,1,Arizona43856,2,1
Arizona,1/27/2020,9.00,1,Arizona43857,3,1
Arizona,1/28/2020,10.00,1,Arizona43858,4,1
Arizona,1/29/2020,11.00,1,Arizona43859,5,1
Arizona,1/30/2020,12.00,1,Arizona43860,6,1
Arizona,1/31/2020,13.00,1,Arizona43861,7,1
Arizona,2/2/2020,14.00,1,Arizona43863,8,1
Arizona,2/3/2020,15.00,1,Arizona43864,9,1
Arizona,2/13/2020,16.00,1,Arizona43874,10,1
Arizona,2/14/2020,17.00,1,Arizona43875,11,1
Arizona,2/15/2020,18.00,1,Arizona43876,12,1
Arizona,2/16/2020,19.00,1,Arizona43877,13,1
Arizona,2/17/2020,20.00,1,Arizona43878,14,1
Arizona,2/18/2020,21.00,1,Arizona43879,15,1
Arizona,2/19/2020,22.00,1,Arizona43880,16,1
Arizona,2/20/2020,23.00,1,Arizona43881,17,1
Arizona,2/21/2020,24.00,1,Arizona43882,18,1
Arizona,2/22/2020,25.00,1,Arizona43883,19,1
Arizona,2/23/2020,26.00,1,Arizona43884,20,1
Arizona,2/24/2020,27.00,1,Arizona43885,21,1
Arizona,2/25/2020,28.00,1,Arizona43886,22,1
Arizona,2/26/2020,29.00,1,Arizona43887,23,1
Arizona,2/27/2020,30.00,1,Arizona43888,24,1
Arizona,2/28/2020,31.00,1,Arizona43889,25,1
Arizona,2/29/2020,32.00,1,Arizona43890,26,1
Arizona,3/2/2020,33.00,1,Arizona43892,27,1
Arizona,3/3/2020,34.00,2,Arizona43893,28,1
Arizona,3/13/2020,35.00,9,Arizona43903,30,2
Arizona,3/14/2020,36.00,12,Arizona43904,39,9
Arizona,3/15/2020,37.00,13,Arizona43905,51,12
Arizona,3/16/2020,38.00,18,Arizona43906,64,13
Arizona,3/17/2020,39.00,20,Arizona43907,82,18
Arizona,3/18/2020,40.00,28,Arizona43908,102,20
Arizona,3/19/2020,41.00,47,Arizona43909,130,28
Arizona,3/20/2020,42.00,70,Arizona43910,177,47
Arizona,3/21/2020,43.00,104,Arizona43911,247,70
Arizona,3/22/2020,44.00,153,Arizona43912,351,104
Arizona,3/23/2020,45.00,234,Arizona43913,504,153
Arizona,3/24/2020,46.00,326,Arizona43914,738,234
Arizona,3/25/2020,47.00,402,Arizona43915,1064,326
Arizona,4/2/2020,48.00,1,Arizona43923,1466,402
Arizona,4/3/2020,49.00,2,Arizona43924,1467,1
Arizona,5/2/2020,50.00,1,Arizona43953,1469,2
Arizona,5/3/2020,51.00,2,Arizona43954,1470,1
Arizona,6/2/2020,52.00,1,Arizona43984,1472,2
Arizona,6/3/2020,53.00,3,Arizona43985,1473,1
Arizona,7/2/2020,54.00,1,Arizona44014,1476,3
Arizona,7/3/2020,55.00,5,Arizona44015,1477,1
Arizona,8/2/2020,56.00,1,Arizona44045,1482,5
Arizona,8/3/2020,57.00,5,Arizona44046,1483,1
Arizona,9/2/2020,58.00,1,Arizona44076,1488,5
Arizona,9/3/2020,59.00,6,Arizona44077,1489,1
Arizona,10/2/2020,60.00,1,Arizona44106,1495,6
Arizona,10/3/2020,61.00,6,Arizona44107,1496,1
Arizona,11/2/2020,62.00,1,Arizona44137,1502,6
Arizona,11/3/2020,63.00,9,Arizona44138,1503,1
Arizona,12/2/2020,64.00,1,Arizona44167,1512,9
Arizona,12/3/2020,65.00,9,Arizona44168,1513,1
Arkansas,3/13/2020,35.00,7,Arkansas43903,0,0
Arkansas,3/14/2020,36.00,9,Arkansas43904,7,7
Arkansas,3/15/2020,37.00,16,Arkansas43905,16,9
Arkansas,3/16/2020,38.00,22,Arkansas43906,32,16
Arkansas,3/17/2020,39.00,22,Arkansas43907,54,22
Arkansas,3/18/2020,40.00,33,Arkansas43908,76,22
Arkansas,3/19/2020,41.00,62,Arkansas43909,109,33
Arkansas,3/20/2020,42.00,100,Arkansas43910,171,62
Arkansas,3/21/2020,43.00,118,Arkansas43911,271,100
Arkansas,3/22/2020,44.00,165,Arkansas43912,389,118
Arkansas,3/23/2020,45.00,201,Arkansas43913,554,165
Arkansas,3/24/2020,46.00,291,Arkansas43914,755,201
Arkansas,3/25/2020,47.00,367,Arkansas43915,1046,291
Arkansas,11/3/2020,63.00,1,Arkansas44138,1413,367
Arkansas,12/3/2020,65.00,6,Arkansas44168,1414,1
California,1/2/2020,1.00,3,California43832,0,0
California,1/3/2020,2.00,33,California43833,3,3
California,1/25/2020,7.00,1,California43855,36,33
California,1/26/2020,8.00,2,California43856,37,1
California,1/27/2020,9.00,2,California43857,39,2
California,1/28/2020,10.00,2,California43858,41,2
California,1/29/2020,11.00,2,California43859,43,2
California,1/30/2020,12.00,2,California43860,45,2
California,1/31/2020,13.00,3,California43861,47,2
California,2/2/2020,14.00,6,California43863,50,3
California,2/3/2020,15.00,38,California43864,56,6
California,2/13/2020,16.00,7,California43874,94,38
California,2/14/2020,17.00,7,California43875,101,7
California,2/15/2020,18.00,7,California43876,108,7
California,2/16/2020,19.00,7,California43877,115,7
California,2/17/2020,20.00,7,California43878,122,7
California,2/18/2020,21.00,7,California43879,129,7
California,2/19/2020,22.00,7,California43880,136,7
California,2/20/2020,23.00,8,California43881,143,7
California,2/21/2020,24.00,9,California43882,151,8
California,2/22/2020,25.00,9,California43883,160,9
California,2/23/2020,26.00,9,California43884,169,9
California,2/24/2020,27.00,11,California43885,178,9
California,2/25/2020,28.00,11,California43886,189,11
California,2/26/2020,29.00,26,California43887,200,11
California,2/27/2020,30.00,26,California43888,226,26
California,2/28/2020,31.00,27,California43889,252,26
California,2/29/2020,32.00,28,California43890,279,27
California,3/2/2020,33.00,6,California43892,307,28
California,3/3/2020,34.00,45,California43893,313,6
California,3/13/2020,35.00,320,California43903,358,45
California,3/14/2020,36.00,381,California43904,678,320
California,3/15/2020,37.00,478,California43905,1059,381
California,3/16/2020,38.00,588,California43906,1537,478
California,3/17/2020,39.00,732,California43907,2125,588
California,3/18/2020,40.00,893,California43908,2857,732
California,3/19/2020,41.00,1067,California43909,3750,893
California,3/20/2020,42.00,1283,California43910,4817,1067
California,3/21/2020,43.00,1544,California43911,6100,1283
California,3/22/2020,44.00,1851,California43912,7644,1544
California,3/23/2020,45.00,2240,California43913,9495,1851
California,3/24/2020,46.00,2646,California43914,11735,2240
California,3/25/2020,47.00,3185,California43915,14381,2646
California,4/2/2020,48.00,6,California43923,17566,3185
California,4/3/2020,49.00,55,California43924,17572,6
California,5/2/2020,50.00,6,California43953,17627,55
California,5/3/2020,51.00,67,California43954,17633,6
California,6/2/2020,52.00,6,California43984,17700,67
California,6/3/2020,53.00,81,California43985,17706,6
California,7/2/2020,54.00,6,California44014,17787,81
California,7/3/2020,55.00,100,California44015,17793,6
California,8/2/2020,56.00,6,California44045,17893,100
California,8/3/2020,57.00,112,California44046,17899,6
California,9/2/2020,58.00,6,California44076,18011,112
California,9/3/2020,59.00,172,California44077,18017,6
California,10/2/2020,60.00,7,California44106,18189,172
California,10/3/2020,61.00,179,California44107,18196,7
California,11/2/2020,62.00,7,California44137,18375,179
California,11/3/2020,63.00,202,California44138,18382,7
California,12/2/2020,64.00,7,California44167,18584,202
California,12/3/2020,65.00,252,California44168,18591,7
Colorado,3/13/2020,35.00,78,Colorado43903,0,0
Colorado,3/14/2020,36.00,103,Colorado43904,78,78
Colorado,3/15/2020,37.00,136,Colorado43905,181,103
Colorado,3/16/2020,38.00,161,Colorado43906,317,136
Colorado,3/17/2020,39.00,183,Colorado43907,478,161
Colorado,3/18/2020,40.00,216,Colorado43908,661,183
Colorado,3/19/2020,41.00,278,Colorado43909,877,216
Colorado,3/20/2020,42.00,364,Colorado43910,1155,278
Colorado,3/21/2020,43.00,475,Colorado43911,1519,364
Colorado,3/22/2020,44.00,591,Colorado43912,1994,475
Colorado,3/23/2020,45.00,721,Colorado43913,2585,591
Colorado,3/24/2020,46.00,912,Colorado43914,3306,721
Colorado,3/25/2020,47.00,1086,Colorado43915,4218,912
Colorado,5/3/2020,51.00,2,Colorado43954,5304,1086
Colorado,6/3/2020,53.00,8,Colorado43985,5306,2
Colorado,7/3/2020,55.00,8,Colorado44015,5314,8
Colorado,8/3/2020,57.00,8,Colorado44046,5322,8
Colorado,9/3/2020,59.00,12,Colorado44077,5330,8
Colorado,10/3/2020,61.00,17,Colorado44107,5342,12
Colorado,11/3/2020,63.00,34,Colorado44138,5359,17
Colorado,12/3/2020,65.00,49,Colorado44168,5393,34
Connecticut,3/13/2020,35.00,11,Connecticut43903,0,0
Connecticut,3/14/2020,36.00,20,Connecticut43904,11,11
Connecticut,3/15/2020,37.00,26,Connecticut43905,31,20
Connecticut,3/16/2020,38.00,41,Connecticut43906,57,26
Connecticut,3/17/2020,39.00,68,Connecticut43907,98,41
Connecticut,3/18/2020,40.00,96,Connecticut43908,166,68
Connecticut,3/19/2020,41.00,159,Connecticut43909,262,96
Connecticut,3/20/2020,42.00,194,Connecticut43910,421,159
Connecticut,3/21/2020,43.00,223,Connecticut43911,615,194
Connecticut,3/22/2020,44.00,327,Connecticut43912,838,223
Connecticut,3/23/2020,45.00,415,Connecticut43913,1165,327
Connecticut,3/24/2020,46.00,618,Connecticut43914,1580,415
Connecticut,3/25/2020,47.00,875,Connecticut43915,2198,618
Connecticut,8/3/2020,57.00,1,Connecticut44046,3073,875
Connecticut,9/3/2020,59.00,2,Connecticut44077,3074,1
Connecticut,10/3/2020,61.00,2,Connecticut44107,3076,2
Connecticut,11/3/2020,63.00,3,Connecticut44138,3078,2
Connecticut,12/3/2020,65.00,6,Connecticut44168,3081,3
Delaware,3/13/2020,35.00,4,Delaware43903,0,0
Delaware,3/14/2020,36.00,4,Delaware43904,4,4
Delaware,3/15/2020,37.00,7,Delaware43905,8,4
Delaware,3/16/2020,38.00,8,Delaware43906,15,7
Delaware,3/17/2020,39.00,16,Delaware43907,23,8
Delaware,3/18/2020,40.00,26,Delaware43908,39,16
Delaware,3/19/2020,41.00,30,Delaware43909,65,26
Delaware,3/20/2020,42.00,39,Delaware43910,95,30
Delaware,3/21/2020,43.00,45,Delaware43911,134,39
Delaware,3/22/2020,44.00,56,Delaware43912,179,45
Delaware,3/23/2020,45.00,87,Delaware43913,235,56
Delaware,3/24/2020,46.00,104,Delaware43914,322,87
Delaware,3/25/2020,47.00,119,Delaware43915,426,104
Delaware,11/3/2020,63.00,1,Delaware44138,545,119
Delaware,12/3/2020,65.00,4,Delaware44168,546,1
District of Columbia,3/13/2020,35.00,10,District of Columbia43903,0,0
District of Columbia,3/14/2020,36.00,16,District of Columbia43904,10,10
District of Columbia,3/15/2020,37.00,17,District of Columbia43905,26,16
District of Columbia,3/16/2020,38.00,22,District of Columbia43906,43,17
District of Columbia,3/17/2020,39.00,31,District of Columbia43907,65,22
District of Columbia,3/18/2020,40.00,36,District of Columbia43908,96,31
District of Columbia,3/19/2020,41.00,68,District of Columbia43909,132,36
District of Columbia,3/20/2020,42.00,77,District of Columbia43910,200,68
District of Columbia,3/21/2020,43.00,98,District of Columbia43911,277,77
District of Columbia,3/22/2020,44.00,116,District of Columbia43912,375,98
District of Columbia,3/23/2020,45.00,138,District of Columbia43913,491,116
District of Columbia,3/24/2020,46.00,183,District of Columbia43914,629,138
District of Columbia,3/25/2020,47.00,231,District of Columbia43915,812,183
District of Columbia,7/3/2020,55.00,1,District of Columbia44015,1043,231
District of Columbia,8/3/2020,57.00,1,District of Columbia44046,1044,1
District of Columbia,9/3/2020,59.00,4,District of Columbia44077,1045,1
District of Columbia,10/3/2020,61.00,4,District of Columbia44107,1049,4
District of Columbia,11/3/2020,63.00,10,District of Columbia44138,1053,4
District of Columbia,12/3/2020,65.00,10,District of Columbia44168,1063,10
Florida,1/3/2020,2.00,2,Florida43833,0,0
Florida,2/3/2020,15.00,2,Florida43864,2,2
Florida,3/3/2020,34.00,3,Florida43893,4,2
Florida,3/13/2020,35.00,70,Florida43903,7,3
Florida,3/14/2020,36.00,70,Florida43904,77,70
Florida,3/15/2020,37.00,109,Florida43905,147,70
Florida,3/16/2020,38.00,141,Florida43906,256,109
Florida,3/17/2020,39.00,210,Florida43907,397,141
Florida,3/18/2020,40.00,326,Florida43908,607,210
Florida,3/19/2020,41.00,434,Florida43909,933,326
Florida,3/20/2020,42.00,564,Florida43910,1367,434
Florida,3/21/2020,43.00,764,Florida43911,1931,564
Florida,3/22/2020,44.00,1000,Florida43912,2695,764
Florida,3/23/2020,45.00,1222,Florida43913,3695,1000
Florida,3/24/2020,46.00,1458,Florida43914,4917,1222
Florida,3/25/2020,47.00,1971,Florida43915,6375,1458
Florida,4/3/2020,49.00,3,Florida43924,8346,1971
Florida,5/3/2020,51.00,4,Florida43954,8349,3
Florida,6/3/2020,53.00,7,Florida43985,8353,4
Florida,7/3/2020,55.00,12,Florida44015,8360,7
Florida,8/3/2020,57.00,13,Florida44046,8372,12
Florida,9/3/2020,59.00,14,Florida44077,8385,13
Florida,10/3/2020,61.00,23,Florida44107,8399,14
Florida,11/3/2020,63.00,26,Florida44138,8422,23
Florida,12/3/2020,65.00,46,Florida44168,8448,26
Georgia,2/3/2020,15.00,2,Georgia43864,0,0
Georgia,3/3/2020,34.00,2,Georgia43893,2,2
Georgia,3/13/2020,35.00,41,Georgia43903,4,2
Georgia,3/14/2020,36.00,65,Georgia43904,45,41
Georgia,3/15/2020,37.00,97,Georgia43905,110,65
Georgia,3/16/2020,38.00,118,Georgia43906,207,97
Georgia,3/17/2020,39.00,142,Georgia43907,325,118
Georgia,3/18/2020,40.00,193,Georgia43908,467,142
Georgia,3/19/2020,41.00,282,Georgia43909,660,193
Georgia,3/20/2020,42.00,482,Georgia43910,942,282
Georgia,3/21/2020,43.00,552,Georgia43911,1424,482
Georgia,3/22/2020,44.00,620,Georgia43912,1976,552
Georgia,3/23/2020,45.00,800,Georgia43913,2596,620
Georgia,3/24/2020,46.00,1098,Georgia43914,3396,800
Georgia,3/25/2020,47.00,1393,Georgia43915,4494,1098
Georgia,4/3/2020,49.00,2,Georgia43924,5887,1393
Georgia,5/3/2020,51.00,2,Georgia43954,5889,2
Georgia,6/3/2020,53.00,3,Georgia43985,5891,2
Georgia,7/3/2020,55.00,7,Georgia44015,5894,3
Georgia,8/3/2020,57.00,11,Georgia44046,5901,7
Georgia,9/3/2020,59.00,17,Georgia44077,5912,11
Georgia,10/3/2020,61.00,22,Georgia44107,5929,17
Georgia,11/3/2020,63.00,31,Georgia44138,5951,22
Georgia,12/3/2020,65.00,31,Georgia44168,5982,31
Guam,3/15/2020,37.00,3,Guam43905,0,0
Guam,3/16/2020,38.00,3,Guam43906,3,3
Guam,3/17/2020,39.00,3,Guam43907,6,3
Guam,3/18/2020,40.00,8,Guam43908,9,3
Guam,3/19/2020,41.00,12,Guam43909,17,8
Guam,3/20/2020,42.00,14,Guam43910,29,12
Guam,3/21/2020,43.00,15,Guam43911,43,14
Guam,3/22/2020,44.00,27,Guam43912,58,15
Guam,3/23/2020,45.00,29,Guam43913,85,27
Guam,3/24/2020,46.00,32,Guam43914,114,29
Guam,3/25/2020,47.00,32,Guam43915,146,32
Hawaii,3/13/2020,35.00,2,Hawaii43903,0,0
Hawaii,3/14/2020,36.00,4,Hawaii43904,2,2
Hawaii,3/15/2020,37.00,7,Hawaii43905,6,4
Hawaii,3/16/2020,38.00,10,Hawaii43906,13,7
Hawaii,3/17/2020,39.00,14,Hawaii43907,23,10
Hawaii,3/18/2020,40.00,16,Hawaii43908,37,14
Hawaii,3/19/2020,41.00,26,Hawaii43909,53,16
Hawaii,3/20/2020,42.00,37,Hawaii43910,79,26
Hawaii,3/21/2020,43.00,48,Hawaii43911,116,37
Hawaii,3/22/2020,44.00,56,Hawaii43912,164,48
Hawaii,3/23/2020,45.00,77,Hawaii43913,220,56
Hawaii,3/24/2020,46.00,97,Hawaii43914,297,77
Hawaii,3/25/2020,47.00,96,Hawaii43915,394,97
Hawaii,6/3/2020,53.00,1,Hawaii43985,490,96
Hawaii,7/3/2020,55.00,1,Hawaii44015,491,1
Hawaii,8/3/2020,57.00,2,Hawaii44046,492,1
Hawaii,9/3/2020,59.00,2,Hawaii44077,494,2
Hawaii,10/3/2020,61.00,2,Hawaii44107,496,2
Hawaii,11/3/2020,63.00,2,Hawaii44138,498,2
Hawaii,12/3/2020,65.00,2,Hawaii44168,500,2
Idaho,3/13/2020,35.00,1,Idaho43903,0,0
Idaho,3/14/2020,36.00,5,Idaho43904,1,1
Idaho,3/15/2020,37.00,5,Idaho43905,6,5
Idaho,3/16/2020,38.00,5,Idaho43906,11,5
Idaho,3/17/2020,39.00,9,Idaho43907,16,5
Idaho,3/18/2020,40.00,11,Idaho43908,25,9
Idaho,3/19/2020,41.00,23,Idaho43909,36,11
Idaho,3/20/2020,42.00,31,Idaho43910,59,23
Idaho,3/21/2020,43.00,42,Idaho43911,90,31
Idaho,3/22/2020,44.00,47,Idaho43912,132,42
Idaho,3/23/2020,45.00,50,Idaho43913,179,47
Idaho,3/24/2020,46.00,73,Idaho43914,229,50
Idaho,3/25/2020,47.00,123,Idaho43915,302,73
Illinois,1/2/2020,1.00,2,Illinois43832,0,0
Illinois,1/3/2020,2.00,3,Illinois43833,2,2
Illinois,1/24/2020,6.00,1,Illinois43854,5,3
Illinois,1/25/2020,7.00,1,Illinois43855,6,1
Illinois,1/26/2020,8.00,1,Illinois43856,7,1
Illinois,1/27/2020,9.00,1,Illinois43857,8,1
Illinois,1/28/2020,10.00,1,Illinois43858,9,1
Illinois,1/29/2020,11.00,1,Illinois43859,10,1
Illinois,1/30/2020,12.00,2,Illinois43860,11,1
Illinois,1/31/2020,13.00,2,Illinois43861,13,2
Illinois,2/2/2020,14.00,2,Illinois43863,15,2
Illinois,2/3/2020,15.00,4,Illinois43864,17,2
Illinois,2/13/2020,16.00,2,Illinois43874,21,4
Illinois,2/14/2020,17.00,2,Illinois43875,23,2
Illinois,2/15/2020,18.00,2,Illinois43876,25,2
Illinois,2/16/2020,19.00,2,Illinois43877,27,2
Illinois,2/17/2020,20.00,2,Illinois43878,29,2
Illinois,2/18/2020,21.00,2,Illinois43879,31,2
Illinois,2/19/2020,22.00,2,Illinois43880,33,2
Illinois,2/20/2020,23.00,2,Illinois43881,35,2
Illinois,2/21/2020,24.00,2,Illinois43882,37,2
Illinois,2/22/2020,25.00,2,Illinois43883,39,2
Illinois,2/23/2020,26.00,2,Illinois43884,41,2
Illinois,2/24/2020,27.00,2,Illinois43885,43,2
Illinois,2/25/2020,28.00,2,Illinois43886,45,2
Illinois,2/26/2020,29.00,2,Illinois43887,47,2
Illinois,2/27/2020,30.00,2,Illinois43888,49,2
Illinois,2/28/2020,31.00,2,Illinois43889,51,2
Illinois,2/29/2020,32.00,3,Illinois43890,53,2
Illinois,3/2/2020,33.00,2,Illinois43892,56,3
Illinois,3/3/2020,34.00,4,Illinois43893,58,2
Illinois,3/13/2020,35.00,46,Illinois43903,62,4
Illinois,3/14/2020,36.00,66,Illinois43904,108,46
Illinois,3/15/2020,37.00,94,Illinois43905,174,66
Illinois,3/16/2020,38.00,104,Illinois43906,268,94
Illinois,3/17/2020,39.00,159,Illinois43907,372,104
Illinois,3/18/2020,40.00,286,Illinois43908,531,159
Illinois,3/19/2020,41.00,420,Illinois43909,817,286
Illinois,3/20/2020,42.00,583,Illinois43910,1237,420
Illinois,3/21/2020,43.00,751,Illinois43911,1820,583
Illinois,3/22/2020,44.00,1047,Illinois43912,2571,751
Illinois,3/23/2020,45.00,1285,Illinois43913,3618,1047
Illinois,3/24/2020,46.00,1591,Illinois43914,4903,1285
Illinois,3/25/2020,47.00,1933,Illinois43915,6494,1591
Illinois,4/2/2020,48.00,2,Illinois43923,8427,1933
Illinois,4/3/2020,49.00,4,Illinois43924,8429,2
Illinois,5/2/2020,50.00,2,Illinois43953,8433,4
Illinois,5/3/2020,51.00,5,Illinois43954,8435,2
Illinois,6/2/2020,52.00,2,Illinois43984,8440,5
Illinois,6/3/2020,53.00,6,Illinois43985,8442,2
Illinois,7/2/2020,54.00,2,Illinois44014,8448,6
Illinois,7/3/2020,55.00,6,Illinois44015,8450,2
Illinois,8/2/2020,56.00,2,Illinois44045,8456,6
Illinois,8/3/2020,57.00,7,Illinois44046,8458,2
Illinois,9/2/2020,58.00,2,Illinois44076,8465,7
Illinois,9/3/2020,59.00,11,Illinois44077,8467,2
Illinois,10/2/2020,60.00,2,Illinois44106,8478,11
Illinois,10/3/2020,61.00,19,Illinois44107,8480,2
Illinois,11/2/2020,62.00,2,Illinois44137,8499,19
Illinois,11/3/2020,63.00,25,Illinois44138,8501,2
Illinois,12/2/2020,64.00,2,Illinois44167,8526,25
Illinois,12/3/2020,65.00,32,Illinois44168,8528,2
Indiana,3/13/2020,35.00,12,Indiana43903,0,0
Indiana,3/14/2020,36.00,15,Indiana43904,12,12
Indiana,3/15/2020,37.00,19,Indiana43905,27,15
Indiana,3/16/2020,38.00,24,Indiana43906,46,19
Indiana,3/17/2020,39.00,30,Indiana43907,70,24
Indiana,3/18/2020,40.00,39,Indiana43908,100,30
Indiana,3/19/2020,41.00,56,Indiana43909,139,39
Indiana,3/20/2020,42.00,79,Indiana43910,195,56
Indiana,3/21/2020,43.00,126,Indiana43911,274,79
Indiana,3/22/2020,44.00,201,Indiana43912,400,126
Indiana,3/23/2020,45.00,259,Indiana43913,601,201
Indiana,3/24/2020,46.00,366,Indiana43914,860,259
Indiana,3/25/2020,47.00,479,Indiana43915,1226,366
Indiana,6/3/2020,53.00,1,Indiana43985,1705,479
Indiana,7/3/2020,55.00,1,Indiana44015,1706,1
Indiana,8/3/2020,57.00,2,Indiana44046,1707,1
Indiana,9/3/2020,59.00,4,Indiana44077,1709,2
Indiana,10/3/2020,61.00,6,Indiana44107,1713,4
Indiana,11/3/2020,63.00,11,Indiana44138,1719,6
Indiana,12/3/2020,65.00,12,Indiana44168,1730,11
Iowa,3/13/2020,35.00,17,Iowa43903,0,0
Iowa,3/14/2020,36.00,18,Iowa43904,17,17
Iowa,3/15/2020,37.00,22,Iowa43905,35,18
Iowa,3/16/2020,38.00,22,Iowa43906,57,22
Iowa,3/17/2020,39.00,29,Iowa43907,79,22
Iowa,3/18/2020,40.00,38,Iowa43908,108,29
Iowa,3/19/2020,41.00,44,Iowa43909,146,38
Iowa,3/20/2020,42.00,45,Iowa43910,190,44
Iowa,3/21/2020,43.00,68,Iowa43911,235,45
Iowa,3/22/2020,44.00,90,Iowa43912,303,68
Iowa,3/23/2020,45.00,105,Iowa43913,393,90
Iowa,3/24/2020,46.00,124,Iowa43914,498,105
Iowa,3/25/2020,47.00,147,Iowa43915,622,124
Iowa,8/3/2020,57.00,3,Iowa44046,769,147
Iowa,9/3/2020,59.00,8,Iowa44077,772,3
Iowa,10/3/2020,61.00,13,Iowa44107,780,8
Iowa,11/3/2020,63.00,14,Iowa44138,793,13
Iowa,12/3/2020,65.00,16,Iowa44168,807,14
Kansas,3/13/2020,35.00,6,Kansas43903,0,0
Kansas,3/14/2020,36.00,8,Kansas43904,6,6
Kansas,3/15/2020,37.00,9,Kansas43905,14,8
Kansas,3/16/2020,38.00,11,Kansas43906,23,9
Kansas,3/17/2020,39.00,17,Kansas43907,34,11
Kansas,3/18/2020,40.00,22,Kansas43908,51,17
Kansas,3/19/2020,41.00,35,Kansas43909,73,22
Kansas,3/20/2020,42.00,49,Kansas43910,108,35
Kansas,3/21/2020,43.00,57,Kansas43911,157,49
Kansas,3/22/2020,44.00,66,Kansas43912,214,57
Kansas,3/23/2020,45.00,82,Kansas43913,280,66
Kansas,3/24/2020,46.00,102,Kansas43914,362,82
Kansas,3/25/2020,47.00,134,Kansas43915,464,102
Kansas,7/3/2020,55.00,1,Kansas44015,598,134
Kansas,8/3/2020,57.00,1,Kansas44046,599,1
Kansas,9/3/2020,59.00,1,Kansas44077,600,1
Kansas,10/3/2020,61.00,1,Kansas44107,601,1
Kansas,11/3/2020,63.00,1,Kansas44138,602,1
Kansas,12/3/2020,65.00,5,Kansas44168,603,1
Kentucky,3/13/2020,35.00,11,Kentucky43903,0,0
Kentucky,3/14/2020,36.00,18,Kentucky43904,11,11
Kentucky,3/15/2020,37.00,21,Kentucky43905,29,18
Kentucky,3/16/2020,38.00,22,Kentucky43906,50,21
Kentucky,3/17/2020,39.00,26,Kentucky43907,72,22
Kentucky,3/18/2020,40.00,35,Kentucky43908,98,26
Kentucky,3/19/2020,41.00,47,Kentucky43909,133,35
Kentucky,3/20/2020,42.00,63,Kentucky43910,180,47
Kentucky,3/21/2020,43.00,84,Kentucky43911,243,63
Kentucky,3/22/2020,44.00,103,Kentucky43912,327,84
Kentucky,3/23/2020,45.00,124,Kentucky43913,430,103
Kentucky,3/24/2020,46.00,162,Kentucky43914,554,124
Kentucky,3/25/2020,47.00,203,Kentucky43915,716,162
Kentucky,6/3/2020,53.00,1,Kentucky43985,919,203
Kentucky,7/3/2020,55.00,1,Kentucky44015,920,1
Kentucky,8/3/2020,57.00,4,Kentucky44046,921,1
Kentucky,9/3/2020,59.00,5,Kentucky44077,925,4
Kentucky,10/3/2020,61.00,7,Kentucky44107,930,5
Kentucky,11/3/2020,63.00,7,Kentucky44138,937,7
Kentucky,12/3/2020,65.00,11,Kentucky44168,944,7
Louisiana,3/13/2020,35.00,36,Louisiana43903,0,0
Louisiana,3/14/2020,36.00,77,Louisiana43904,36,36
Louisiana,3/15/2020,37.00,103,Louisiana43905,113,77
Louisiana,3/16/2020,38.00,137,Louisiana43906,216,103
Louisiana,3/17/2020,39.00,196,Louisiana43907,353,137
Louisiana,3/18/2020,40.00,280,Louisiana43908,549,196
Louisiana,3/19/2020,41.00,392,Louisiana43909,829,280
Louisiana,3/20/2020,42.00,537,Louisiana43910,1221,392
Louisiana,3/21/2020,43.00,763,Louisiana43911,1758,537
Louisiana,3/22/2020,44.00,837,Louisiana43912,2521,763
Louisiana,3/23/2020,45.00,1172,Louisiana43913,3358,837
Louisiana,3/24/2020,46.00,1390,Louisiana43914,4530,1172
Louisiana,3/25/2020,47.00,1798,Louisiana43915,5920,1390
