state,date,Day,Cases,Ref,Cumulative_cases,Growth_rate
Wisconsin,3/23/2020,45.00,418,Wisconsin43913,1358,382
Wisconsin,3/24/2020,46.00,481,Wisconsin43914,1776,418
Wisconsin,3/25/2020,47.00,623,Wisconsin43915,2257,481
Wisconsin,4/3/2020,49.00,1,Wisconsin43924,2880,623
Wisconsin,5/2/2020,50.00,1,Wisconsin43953,2881,1
Wisconsin,5/3/2020,51.00,1,Wisconsin43954,2882,1
Wisconsin,6/2/2020,52.00,1,Wisconsin43984,2883,1
Wisconsin,6/3/2020,53.00,1,Wisconsin43985,2884,1
Wisconsin,7/2/2020,54.00,1,Wisconsin44014,2885,1
Wisconsin,7/3/2020,55.00,1,Wisconsin44015,2886,1
Wisconsin,8/2/2020,56.00,1,Wisconsin44045,2887,1
Wisconsin,8/3/2020,57.00,1,Wisconsin44046,2888,1
Wisconsin,9/2/2020,58.00,1,Wisconsin44076,2889,1
Wisconsin,9/3/2020,59.00,2,Wisconsin44077,2890,1
Wisconsin,10/2/2020,60.00,1,Wisconsin44106,2892,2
Wisconsin,10/3/2020,61.00,3,Wisconsin44107,2893,1
Wisconsin,11/2/2020,62.00,1,Wisconsin44137,2896,3
Wisconsin,11/3/2020,63.00,6,Wisconsin44138,2897,1
Wisconsin,12/2/2020,64.00,1,Wisconsin44167,2903,6
Wisconsin,12/3/2020,65.00,8,Wisconsin44168,2904,1
Wyoming,3/13/2020,35.00,2,Wyoming43903,0,0
Wyoming,3/14/2020,36.00,3,Wyoming43904,2,2
Wyoming,3/15/2020,37.00,3,Wyoming43905,5,3
Wyoming,3/16/2020,38.00,10,Wyoming43906,8,3
Wyoming,3/17/2020,39.00,15,Wyoming43907,18,10
Wyoming,3/18/2020,40.00,17,Wyoming43908,33,15
Wyoming,3/19/2020,41.00,18,Wyoming43909,50,17
Wyoming,3/20/2020,42.00,22,Wyoming43910,68,18
Wyoming,3/21/2020,43.00,24,Wyoming43911,90,22
Wyoming,3/22/2020,44.00,26,Wyoming43912,114,24
Wyoming,3/23/2020,45.00,28,Wyoming43913,140,26
Wyoming,3/24/2020,46.00,37,Wyoming43914,168,28
Wyoming,3/25/2020,47.00,49,Wyoming43915,205,37
Wyoming,11/3/2020,63.00,1,Wyoming44138,254,49
Wyoming,12/3/2020,65.00,1,Wyoming44168,255,1
USA_total,,1.00,,,0,0
USA_total,,2.00,,,8,8
USA_total,,3.00,,,18,10
USA_total,,4.00,,,19,1
USA_total,,5.00,,,20,1
USA_total,,6.00,,,26,6
USA_total,,7.00,,,64,38
USA_total,,8.00,,,69,5
USA_total,,9.00,,,74,5
USA_total,,10.00,,,79,5
USA_total,,11.00,,,84,5
USA_total,,12.00,,,89,5
USA_total,,13.00,,,95,6
USA_total,,14.00,,,104,9
USA_total,,15.00,,,148,44
USA_total,,16.00,,,207,59
USA_total,,17.00,,,222,15
USA_total,,18.00,,,237,15
USA_total,,19.00,,,252,15
USA_total,,20.00,,,293,41
USA_total,,21.00,,,318,25
USA_total,,22.00,,,343,25
USA_total,,23.00,,,368,25
USA_total,,24.00,,,395,27
USA_total,,25.00,,,425,30
USA_total,,26.00,,,455,30
USA_total,,27.00,,,485,30
USA_total,,28.00,,,530,45
USA_total,,29.00,,,575,45
USA_total,,30.00,,,635,60
USA_total,,31.00,,,699,64
USA_total,,32.00,,,764,65
USA_total,,34.00,,,858,94
USA_total,,35.00,,,983,125
USA_total,,36.00,,,3207,2224
USA_total,,37.00,,,6105,2898
USA_total,,38.00,,,9705,3600
USA_total,,39.00,,,14212,4507
USA_total,,40.00,,,20117,5905
USA_total,,41.00,,,28462,8345
USA_total,,42.00,,,40875,12413
USA_total,,43.00,,,58871,17996
USA_total,,44.00,,,83403,24532
USA_total,,45.00,,,116464,33061
